id,session,page,lon,lat,time
996,1478021194976,7,-73.9615363235,40.801959216,24476
997,1478021194976,8,-73.9580769557,40.7688914604,44400
998,1478021194976,9,-73.9615363235,40.8021228768,9920
999,1478021194976,10,-73.9588336924,40.7686458462,13087
1000,1478021194976,11,-73.9227265408,40.7692189447,37752
1001,1478020117414,1,-73.9649956913,40.7598850117,12504
1002,1478020117414,2,-73.9527797987,40.7769143593,9104
1003,1478020117414,3,-73.9497528519,40.7971310409,12164
1004,1478020117414,4,-73.9526716935,40.7773236649,16720
1005,1478020117414,5,-73.9209968569,40.7678271256,14800
1006,1478020117414,6,-73.9495366414,40.7959034827,7880
1007,1478020117414,7,-73.9219698041,40.7689733316,5817
1008,1478020117414,8,-73.9498609571,40.796885531,15026
1009,1478020117414,9,-73.9656443228,40.7596393642,11920
1010,1478020117414,10,-73.9606714816,40.8008135791,6144
1011,1478020117414,11,-73.9593742186,40.7799431611,6959
1012,1478022010795,1,-73.9421314322,40.7491575578,22733
1013,1478022010795,2,-73.9428881689,40.748338597,2623
1014,1478022010795,3,-73.9416990112,40.74850239,13456
1015,1478022010795,4,-73.920834699,40.7668446475,7879
1016,1478022010795,5,-73.9623471128,40.7598850117,5256
1017,1478022010795,6,-73.941158485,40.7502221916,4170
1018,1478022010795,7,-73.9611579552,40.7567734094,1956
1019,1478022010795,8,-73.9422395374,40.7491575578,1559
1020,1478022010795,9,-73.9201860675,40.7670083948,1400
1021,1478022010795,10,-73.9193212256,40.7643065118,4434
1022,1478022010795,11,-73.9184563836,40.7643065118,1334
1023,1478023859025,1,-73.9573742716,40.7580016909,12216
1024,1478023859025,2,-73.9342397493,40.7629964684,8108
1025,1478023859025,3,-73.9570499559,40.7583292288,13109
1026,1478023859025,4,-73.9340235388,40.7625870745,42950
1027,1478023859025,5,-73.9576985873,40.7579198062,59807
1028,1478023859025,6,-73.9342397493,40.7625870745,8258
1029,1478023859025,7,-73.9496987993,40.7973765498,10596
1030,1478023859025,8,-73.9341316441,40.7625870745,12692
1031,1478023859025,9,-73.9438611161,40.7516962719,57241
1032,1478023859025,10,-73.9369423804,40.7592299497,6726
1033,1478023859025,11,-73.9610498499,40.7656165294,6498
1034,1478025714482,1,-73.9593742186,40.7834629463,3554
1035,1478025714482,2,-73.924131909,40.7680727428,10226
1036,1478025714482,3,-73.9187266467,40.7704469961,9790
1037,1478025714482,4,-73.9533203249,40.7905019572,25505
1038,1478025714482,5,-73.9572121137,40.8058051381,17270
1039,1478025714482,6,-73.9615363235,40.780352448,12597
1040,1478025714482,7,-73.9523473777,40.798113071,12049
1041,1478025714482,8,-73.9566715875,40.7782241284,6863
1042,1478025714482,9,-73.9608876921,40.7794520134,7506
1043,1478025714482,10,-73.9596985344,40.7797794456,7998
1044,1478025714482,11,-73.923267067,40.7715112891,7287
1045,1478001077705,1,-73.9643470599,40.759966894,11191
1046,1478001077705,2,-73.9580769557,40.7790427209,9664
1047,1478001077705,3,-73.9642389546,40.760376304,14823
1048,1478001077705,4,-73.9497528519,40.7974583859,33262
1049,1478001077705,5,-73.9639146389,40.7590661831,10987
1050,1478001077705,6,-73.9545094826,40.7893561225,3931
1051,1478001077705,7,-73.9458610631,40.7513687013,19255
1052,1478001077705,8,-73.9631579022,40.7624233162,15877
1053,1478001077705,9,-73.9275912768,40.7725755649,14499
1054,1478001077705,10,-73.9620768497,40.7807617324,7497
1055,1478001077705,11,-73.9198076992,40.7706926037,4378
1056,1478025709720,1,-73.9642389546,40.759966894,46644
1057,1478025709720,2,-73.9299695922,40.7667627736,22609
1058,1478025709720,3,-73.9495366414,40.7972128773,44123
1059,1478025709720,4,-73.9629416917,40.760376304,63877
1060,1478025709720,5,-73.943158432,40.7518600566,25241
1061,1478025709720,6,-73.9523473777,40.7768324979,8855
1062,1478025709720,7,-73.9537527459,40.7923025145,59781
1063,1478025709720,8,-73.9373207488,40.7591480664,19458
1064,1478025709720,9,-73.9541851669,40.7559545425,33010
1065,1478025709720,10,-73.9301858027,40.7664352773,12267
1066,1478025709720,11,-73.9635903232,40.7624233162,21660
1067,1478028414662,1,-73.9638065336,40.7602944222,17001
1068,1478028414662,2,-73.9618606392,40.7801068761,17841
1069,1478028414662,3,-73.9438070634,40.752678974,10307
1070,1478028414662,4,-73.9434827477,40.7516962719,14582
1071,1478028414662,5,-73.9592661134,40.7586567651,12518
1072,1478028414662,6,-73.9545094826,40.777159943,10174
1073,1478028414662,7,-73.9656443228,40.7601306583,4628
1074,1478028414662,8,-73.9218616988,40.7703651267,11686
1075,1478028414662,9,-73.9540770617,40.7763413273,5619
1076,1478028414662,10,-73.9550500089,40.7761776029,5754
1077,1478028414662,11,-73.9574283242,40.8014682312,8270
1078,1478029874740,1,-73.9552662193,40.7773236649,17068
1079,1478029874740,2,-73.9536446407,40.7751133847,18288
1080,1478029874740,3,-73.9602390606,40.7796157297,15131
1081,1478029874740,4,-73.9655362176,40.7596393642,27267
1082,1478029874740,5,-73.948023168,40.7512049155,13552
1083,1478029874740,6,-73.9655362176,40.7602944222,8347
1084,1478029874740,7,-73.9513744305,40.7971310409,9277
1085,1478029874740,8,-73.9304020131,40.7673358883,9650
1086,1478029874740,9,-73.9595904291,40.780843589,17024
1087,1478029874740,10,-73.9341856967,40.7630783468,17762
1088,1478029874740,11,-73.9562391665,40.7775692471,6768
1089,1478034536884,1,-73.9452664842,40.7510411292,25988
1090,1478034536884,2,-73.9614822709,40.8020410464,12637
1091,1478034536884,3,-73.9541311143,40.7752771117,14833
1092,1478034536884,4,-73.9524014304,40.7765050512,36892
1093,1478034536884,5,-73.9233211196,40.7682364871,12345
1094,1478034536884,6,-73.9592120608,40.7834629463,18798
1095,1478034536884,7,-73.9568337454,40.7786334259,29029
1096,1478034536884,8,-73.9481853258,40.7971310409,22870
1097,1478034536884,9,-73.9636443758,40.7630783468,29840
1098,1478034536884,10,-73.9592120608,40.7831355323,11656
1099,1478034536884,11,-73.9573742716,40.7589842997,15386
1100,1478038059315,1,-73.9526176409,40.7983585763,18930
1101,1478038059315,2,-73.9602931132,40.7590661831,13690
1102,1478038059315,3,-73.9448340633,40.752678974,10290
1103,1478038059315,4,-73.9648335335,40.7602944222,28698
1104,1478038059315,5,-73.9626714286,40.801959216,12975
1105,1478038059315,6,-73.9621309024,40.7607038302,10341
1106,1478038059315,7,-73.9432124846,40.7512049155,6521
1107,1478038059315,8,-73.9412665902,40.7558726553,40627
1108,1478038059315,9,-73.9586715345,40.7843633265,5553
1109,1478038059315,10,-73.9509960622,40.7549718889,6927
1110,1478038059315,11,-73.9528338513,40.7990132526,4989
1111,1477978445312,1,-73.9284561187,40.7706107346,21967
1112,1477978445312,2,-73.9648875861,40.760376304,15910
1113,1477978445312,3,-73.9219698041,40.7691370738,8735
1114,1477978445312,4,-73.9217535936,40.7691370738,39441
1115,1477978445312,5,-73.9585093767,40.8013864,12065
1116,1477978445312,6,-73.922834646,40.7679908705,12803
1117,1477978445312,7,-73.9622930602,40.8026956864,43855
1118,1477978445312,8,-73.9194833835,40.771593157,28702
1119,1477978445312,9,-73.9190509625,40.771429421,6974
1120,1477978445312,10,-73.9614282183,40.7666808997,13406
1121,1477978445312,11,-73.9211049621,40.7689733316,7629
1122,1478044589336,1,-73.9434827477,40.7530065381,20005
1123,1478044589336,2,-73.9560229561,40.7782241284,30320
1124,1478044589336,3,-73.9487799047,40.7969673677,27679
1125,1478044589336,4,-73.9545094826,40.7895198144,33350
1126,1478044589336,5,-73.9628335864,40.759966894,14334
1127,1478044589336,6,-73.9551581141,40.7781422686,23189
1128,1478044589336,7,-73.9632660074,40.7600487762,6208
1129,1478044589336,8,-73.9538608512,40.7903382677,31400
1130,1478044589336,9,-73.9219698041,40.7679908705,10184
1131,1478044589336,10,-73.9563472718,40.7863277501,10537
1132,1478044589336,11,-73.9215373831,40.7690552028,11531
1133,1478046077284,1,-73.9631773603,40.7601803503,28613
1134,1478046077284,2,-73.9596098873,40.8051899588,27661
1135,1478046077284,3,-73.9188542101,40.7700873327,30259
1136,1478046077284,4,-73.9645827285,40.7597709391,32604
1137,1478046077284,5,-73.9522587307,40.7763910071,30768
1138,1478046077284,6,-73.9302052608,40.7666487128,13347
1139,1478046077284,7,-73.9299890503,40.7661574668,9279
1140,1478046077284,8,-73.9246918933,40.7717055205,42736
1141,1478046077284,9,-73.9298809451,40.7663800631,7906
1142,1478046077284,10,-73.9556099932,40.7712923427,9824
1143,1478046077284,11,-73.936907786,40.7591977591,8763
1144,1478074983028,1,-73.930564171,40.7669265212,15221
1145,1478074983028,2,-73.9614822709,40.8020410464,10648
1146,1478074983028,3,-73.9554283772,40.7574284957,9303
1147,1478074983028,4,-73.9527257461,40.7769143593,16842
1148,1478074983028,5,-73.9445097475,40.7529246472,16495
1149,1478074983028,6,-73.9235373301,40.7679089981,21015
1150,1478074983028,7,-73.9611579552,40.8020410464,9989
1151,1478074983028,8,-73.9585634293,40.7686458462,12239
1152,1478074983028,9,-73.9586715345,40.7684002311,20734
1153,1478074983028,10,-73.9338073283,40.7634058597,10856
1154,1478074983028,11,-73.9604012185,40.7596393642,20058
1155,1478076202318,1,-73.9549959562,40.777732968,16564
1156,1478076202318,2,-73.9566175349,40.7782241284,12897
1157,1478076202318,3,-73.9526176409,40.7983585763,13100
1158,1478076202318,4,-73.9343478546,40.7625051954,37105
1159,1478076202318,5,-73.940726064,40.7560364296,39082
1160,1478076202318,6,-73.9368342752,40.7596393642,19105
1161,1478076202318,7,-73.9549959562,40.7889468911,18863
1162,1478076202318,8,-73.9384558538,40.7555451053,25716
1163,1478076202318,9,-73.9592120608,40.7675815074,24030
1164,1478076202318,10,-73.9587796398,40.8008135791,12550
1165,1478076202318,11,-73.9568337454,40.7861640503,17759
1166,1478075488436,1,-73.9440232739,40.7516143794,16561
1167,1478075488436,2,-73.9339694862,40.7629145898,25195
1168,1478075488436,3,-73.9222941198,40.7686458462,15301
1169,1478075488436,4,-73.9306182236,40.7667627736,25943
1170,1478075488436,5,-73.9619687445,40.7604581857,9956
1171,1478075488436,6,-73.9443475897,40.7516962719,10017
1172,1478075488436,7,-73.9634822179,40.7602125403,8211
1173,1478075488436,8,-73.9193752782,40.7705288654,9868
1174,1478075488436,9,-73.956455377,40.7787971442,4000
1175,1478075488436,10,-73.9581850609,40.8058869638,5378
1176,1478075488436,11,-73.9208887516,40.7685639746,7845
1177,1478083135239,1,-73.9638605863,40.7600487762,15842
1178,1478083135239,2,-73.925699435,40.7725755649,24876
1179,1478083135239,3,-73.9621309024,40.7601306583,12330
1180,1478083135239,4,-73.9336992231,40.7627508323,22867
1181,1478083135239,5,-73.9562932192,40.7782241284,8207
1182,1478083135239,6,-73.9284020661,40.7694645568,16900
1183,1478083135239,7,-73.944725958,40.7529246472,10332
1184,1478083135239,8,-73.9572661664,40.8006499151,17479
1185,1478083135239,9,-73.9509960622,40.7941848632,8934
1186,1478083135239,10,-73.9546716405,40.7890287376,23748
1187,1478083135239,11,-73.9530500618,40.7755227014,4055
1188,1478082396767,1,-73.9609417447,40.8026138568,19476
1189,1478082396767,2,-73.9260237507,40.7725755649,9483
1190,1478082396767,3,-73.9615903761,40.780843589,13468
1191,1478082396767,4,-73.9604012185,40.8018773854,8673
1192,1478082396767,5,-73.9611579552,40.8017955548,12625
1193,1478082396767,6,-73.9255913298,40.7726574316,15939
1194,1478082396767,7,-73.9258075403,40.7724118313,10632
1195,1478082396767,8,-73.960185008,40.802532027,13993
1196,1478082396767,9,-73.9589958503,40.7602125403,8695
1197,1478082396767,10,-73.9570499559,40.8062960908,10264
1198,1478082396767,11,-73.9638605863,40.7632421035,5508
1199,1478089452390,1,-73.9224562777,40.7684821029,14788
1200,1478089452390,2,-73.9614822709,40.7644702654,18070
1201,1478089452390,3,-73.9640767968,40.7598031293,14731
1202,1478089452390,4,-73.9188888046,40.7702832573,25031
1203,1478089452390,5,-73.949158273,40.796885531,24722
1204,1478089452390,6,-73.9490501678,40.7965581832,10562
1205,1478089452390,7,-73.9600769027,40.805396008,4491
1206,1478089452390,8,-73.960185008,40.7592299497,14520
1207,1478089452390,9,-73.9221319619,40.7677452529,5409
1208,1478089452390,10,-73.9541311143,40.7738035544,10189
1209,1478089452390,11,-73.9614822709,40.8047413947,6070
1210,1478089868196,1,-73.9229968039,40.7717568927,11006
1211,1478089868196,2,-73.9260237507,40.7722480972,11450
1212,1478089868196,3,-73.9602931132,40.8049868755,9803
1213,1478089868196,4,-73.9616984814,40.7646340186,24252
1214,1478089868196,5,-73.9562932192,40.7711019476,16513
1215,1478089868196,6,-73.9222400672,40.7665990257,18432
1216,1478089868196,7,-73.9635362705,40.7578379213,21127
1217,1478089868196,8,-73.9613741657,40.8022865372,19197
1218,1478089868196,9,-73.9560770087,40.785591098,11225
1219,1478089868196,10,-73.9529419566,40.7972947136,12747
1220,1478089868196,11,-73.9277534347,40.7690552028,10844
1221,1478090199069,1,-73.920834699,40.7702013877,8425
1222,1478090199069,2,-73.949590694,40.7969673677,9927
1223,1478090199069,3,-73.9227805934,40.7920569868,6163
1224,1478090199069,4,-73.9636443758,40.7610313548,14647
1225,1478090199069,5,-73.9568337454,40.7767506364,12342
1226,1478090199069,6,-73.9316452235,40.7642246348,16950
1227,1478090199069,7,-73.9231049091,40.769710168,8226
1228,1478090199069,8,-73.9530500618,40.796476346,8980
1229,1478090199069,9,-73.9210509095,40.7700376482,7145
1230,1478090199069,10,-73.959752587,40.8042504305,8732
1231,1478090199069,11,-73.954887851,40.800895411,17060
1232,1478090229309,1,-73.9565094297,40.7712656845,11592
1233,1478090229309,2,-73.9647254282,40.7598850117,15327
1234,1478090229309,3,-73.9221319619,40.7670902683,9958
1235,1478090229309,4,-73.9528338513,40.7915659288,27072
1236,1478090229309,5,-73.9555364825,40.7571828391,12341
1237,1478090229309,6,-73.954887851,40.7891924302,20552
1238,1478090229309,7,-73.9206184885,40.7709382104,10213
1239,1478090229309,8,-73.9343478546,40.7622595576,23755
1240,1478090229309,9,-73.9549959562,40.7999134219,9078
1241,1478090229309,10,-73.9307803815,40.7662715285,9689
1242,1478090229309,11,-73.9225643829,40.7711838161,11759
1243,1478089804415,1,-73.9643470599,40.7610313548,22435
1244,1478089804415,2,-73.9625092707,40.8031048331,30447
1245,1478089804415,3,-73.9645632704,40.7611951165,16265
1246,1478089804415,4,-73.9507257991,40.7977857292,12972
1247,1478089804415,5,-73.9643470599,40.7612769972,6358
1248,1478089804415,6,-73.9507257991,40.7975402219,4027
1249,1478089804415,7,-73.9651037966,40.7611132357,4583
1250,1478089804415,8,-73.9510501148,40.7977038936,3818
1251,1478089804415,9,-73.9652119018,40.7608675927,17211
1252,1478089804415,10,-73.9508339043,40.7979494003,8219
1253,1478089804415,11,-73.9648875861,40.7615226386,10018
1254,1478097095978,1,-73.9224562777,40.7695464273,12325
1255,1478097095978,2,-73.9516446937,40.7555451053,10834
1256,1478097095978,3,-73.9371585909,40.759966894,15239
1257,1478097095978,4,-73.9401855378,40.7563639772,39413
1258,1478097095978,5,-73.9642930072,40.759966894,31629
1259,1478097095978,6,-73.9530500618,40.7766687748,13590
1260,1478097095978,7,-73.959320166,40.758411113,18837
1261,1478097095978,8,-73.9578066926,40.758411113,18819
1262,1478097095978,9,-73.9258075403,40.7725755649,9247
1263,1478097095978,10,-73.9281858556,40.7698739083,6394
1264,1478097095978,11,-73.9288344871,40.7679908705,6987
1265,1478097198160,1,-73.9594823239,40.7593118328,21851
1266,1478097198160,2,-73.9643470599,40.7597212468,19575
1267,1478097198160,3,-73.9523473777,40.776586913,27613
1268,1478097198160,4,-73.9367802226,40.7591480664,36987
1269,1478097198160,5,-73.9532122197,40.7918933012,35227
1270,1478097198160,6,-73.9588336924,40.7693008155,22625
1271,1478097198160,7,-73.9400233799,40.7564458639,13101
1272,1478097198160,8,-73.9566715875,40.7583292288,32513
1273,1478097198160,9,-73.952023062,40.7544805566,20012
1274,1478097198160,10,-73.9496447466,40.7962308338,18115
1275,1478097198160,11,-73.9462934841,40.7548081119,38184
1276,1478099018649,1,-73.9373207488,40.7596393642,10382
1277,1478099018649,2,-73.9442394844,40.7516962719,13933
1278,1478099018649,3,-73.9584012714,40.8006499151,6560
1279,1478099018649,4,-73.9587255872,40.8042504305,33361
1280,1478099018649,5,-73.962617376,40.7600487762,18200
1281,1478099018649,6,-73.9594823239,40.7838722115,22511
1282,1478099018649,7,-73.9496447466,40.7972947136,12316
1283,1478099018649,8,-73.9399152746,40.7572647247,10336
1284,1478099018649,9,-73.9549419036,40.7762594651,11264
1285,1478099018649,10,-73.9535365354,40.7747040655,15550
1286,1478099018649,11,-73.9538608512,40.7982767413,5946
1287,1478100355463,1,-73.9317533287,40.7725755649,4695
1288,1478100355463,2,-73.9610498499,40.7724118313,16292
1289,1478100355463,3,-73.9271048032,40.7913203984,13892
1290,1478100355463,4,-73.931429013,40.7720843628,11247
1291,1478100355463,5,-73.9320776444,40.7715112891,7751
1292,1478100355463,6,-73.9215914357,40.7588205326,4334
1293,1478100355463,7,-73.9319695392,40.7717568927,5838
1294,1478100355463,8,-73.9298074343,40.7562820905,5493
1295,1478100355463,9,-73.9321857497,40.7720843628,2947
1296,1478100355463,10,-73.9696982695,40.7763413273,13589
1297,1478100355463,11,-73.9434286951,40.7793701551,3933
1298,1478101809004,1,-73.9591039555,40.7837085057,14240
1299,1478101809004,2,-73.9642930072,40.7596393642,6858
1300,1478101809004,3,-73.9585634293,40.7688914604,18720
1301,1478101809004,4,-73.9642930072,40.7594755987,14472
1302,1478101809004,5,-73.9642930072,40.7594755987,14528
1303,1478101809004,6,-73.964184902,40.7594755987,4309
1304,1478101809004,7,-73.964617323,40.7596393642,4440
1305,1478101809004,8,-73.959752587,40.7833810929,17019
1306,1478101809004,9,-73.9616984814,40.7804343051,8448
1307,1478101809004,10,-73.9614822709,40.7658621548,6024
1308,1478101809004,11,-73.9572661664,40.7857547992,9346
1309,1478102269080,1,-73.9636443758,40.7601306583,6408
1310,1478102269080,2,-73.9606174289,40.7801068761,10983
1311,1478102269080,3,-73.944293537,40.7516962719,6805
1312,1478102269080,4,-73.9229968039,40.7694645568,10226
1313,1478102269080,5,-73.9224562777,40.7699557783,8467
1314,1478102269080,6,-73.9599687975,40.8035958058,20063
1315,1478102269080,7,-73.9604012185,40.7593937158,5648
1316,1478102269080,8,-73.9576985873,40.769710168,6382
1317,1478102269080,9,-73.9234292249,40.7691370738,8376
1318,1478102269080,10,-73.9353208018,40.7611951165,4009
1319,1478102269080,11,-73.9234292249,40.7702013877,7153
1320,1478102874488,1,-73.9612660604,40.8020410464,15644
1321,1478102874488,2,-73.926131856,40.7724118313,10537
1322,1478102874488,3,-73.9489420625,40.7966400203,9788
1323,1478102874488,4,-73.9600769027,40.7796975877,36142
1324,1478102874488,5,-73.955320272,40.7995042556,14341
1325,1478102874488,6,-73.9530500618,40.7980312357,14244
1326,1478102874488,7,-73.92126712,40.7682364871,20068
1327,1478102874488,8,-73.9338073283,40.7627508323,8844
1328,1478102874488,9,-73.925699435,40.7724118313,9404
1329,1478102874488,10,-73.9339154336,40.7625051954,7119
1330,1478102874488,11,-73.9229968039,40.7715112891,8897
1331,1478102806608,1,-73.9598066396,40.7592299497,8957
1332,1478102806608,2,-73.9546175879,40.7890287376,16419
1333,1478102806608,3,-73.9625092707,40.7604581857,16494
1334,1478102806608,4,-73.947590747,40.7535797714,41484
1335,1478102806608,5,-73.923699488,40.7678271256,26559
1336,1478102806608,6,-73.9554824298,40.7775692471,28514
1337,1478102806608,7,-73.9547256931,40.7733942271,16333
1338,1478102806608,8,-73.9300776974,40.766353403,21693
1339,1478102806608,9,-73.9278074873,40.7684821029,20804
1340,1478102806608,10,-73.9340775914,40.7625051954,11387
1341,1478102806608,11,-73.9554824298,40.7744584728,9485
1342,1478103510600,1,-73.9667794279,40.7602125403,15175
1343,1478103510600,2,-73.9625633233,40.7812528704,11452
1344,1478103510600,3,-73.9660226912,40.7600487762,11767
1345,1478103510600,4,-73.9578066926,40.7578379213,43368
1346,1478103510600,5,-73.9229968039,40.7719206279,11924
1347,1478103510600,6,-73.9625633233,40.7801887335,8010
1348,1478103510600,7,-73.9251589088,40.7720024954,6020
1349,1478103510600,8,-73.959320166,40.7832173859,15444
1350,1478103510600,9,-73.9570499559,40.7870643939,8584
1351,1478103510600,10,-73.9653740597,40.7598850117,4437
1352,1478103510600,11,-73.9528338513,40.7769962207,13368
1353,1478103606509,1,-73.9503474307,40.7969673677,8861
1354,1478103606509,2,-73.9569418506,40.7582473445,27540
1355,1478103606509,3,-73.9488339573,40.7969673677,11267
1356,1478103606509,4,-73.9304560658,40.7662715285,28072
1357,1478103606509,5,-73.9546716405,40.7776511076,6071
1358,1478103606509,6,-73.9343478546,40.7636514933,9427
1359,1478103606509,7,-73.9631038496,40.7602944222,2193
1360,1478103606509,8,-73.9333749074,40.7626689535,4389
1361,1478103606509,9,-73.9543473248,40.7768324979,5414
1362,1478103606509,10,-73.9594282713,40.7662715285,9568
1363,1478103606509,11,-73.9545635353,40.7760138781,5550
1364,1478103665885,1,-73.9344019072,40.7649615238,16636
1365,1478103665885,2,-73.9238075932,40.770119518,14322
1366,1478103665885,3,-73.9217535936,40.7721662301,17039
1367,1478103665885,4,-73.9660767438,40.7616863991,16308
1368,1478103665885,5,-73.9545094826,40.7780604087,24683
1369,1478103665885,6,-73.9454286421,40.7544805566,6392
1370,1478103665885,7,-73.9506176938,40.7977857292,8269
1371,1478103665885,8,-73.9507257991,40.798522246,11807
1372,1478103665885,9,-73.956887798,40.7797794456,8780
1373,1478103665885,10,-73.9352667491,40.7640608806,6396
1374,1478103665885,11,-73.9556986403,40.790911179,15254
1375,1478103917583,1,-73.9220779093,40.7684821029,9250
1376,1478103917583,2,-73.9523473777,40.776586913,12060
1377,1478103917583,3,-73.9209968569,40.7709382104,17949
1378,1478103917583,4,-73.9615363235,40.8020410464,16539
1379,1478103917583,5,-73.9267264348,40.7696282977,6777
1380,1478103917583,6,-73.961752534,40.7805161621,18780
1381,1478103917583,7,-73.9225860053,40.7692174106,23000
1382,1478103917583,8,-73.9583688412,40.7694630227,12910
1383,1478103917583,9,-73.9219373738,40.7687261836,7482
1384,1478103917583,10,-73.9551256838,40.7782225945,6478
1385,1478103917583,11,-73.9550175786,40.757099419,9845
1386,1478104123478,1,-73.9441854318,40.7516962719,3320
1387,1478104123478,2,-73.9200779623,40.7706107346,7914
1388,1478104123478,3,-73.9444016423,40.7523514082,10688
1389,1478104123478,4,-73.9598606922,40.8050687022,15504
1390,1478104123478,5,-73.9211590147,40.7684002311,8550
1391,1478104123478,6,-73.9611579552,40.802204707,6097
1392,1478104123478,7,-73.9211590147,40.7686458462,1946
1393,1478104123478,8,-73.960185008,40.7805161621,8291
1394,1478104123478,9,-73.9246183826,40.7700376482,1182
1395,1478104123478,10,-73.9642930072,40.7607857115,8586
1396,1478104123478,11,-73.9215914357,40.7698739083,1794
1397,1478103998401,1,-73.9635903232,40.7607857115,10728
1398,1478103998401,2,-73.9393747484,40.7562820905,31582
1399,1478103998401,3,-73.9598066396,40.7795338716,25102
1400,1478103998401,4,-73.9204563307,40.7706107346,47303
1401,1478103998401,5,-73.9643470599,40.781498438,7313
1402,1478103998401,6,-73.9216454883,40.7687277177,35978
1403,1478103998401,7,-73.9487799047,40.7974583859,23853
1404,1478103998401,8,-73.9403476956,40.7565277504,9115
1405,1478103998401,9,-73.9615363235,40.8016318932,13631
1406,1478103998401,10,-73.9337532757,40.7632421035,11268
1407,1478103998401,11,-73.9622930602,40.781498438,6973
1408,1478105735125,1,-73.9665632174,40.7978675648,17335
1409,1478105735125,2,-73.9357532227,40.7804343051,14841
1410,1478105735125,3,-73.9223481724,40.7684821029,22717
1411,1478105735125,4,-73.9294831186,40.7871462427,39570
1412,1478105735125,5,-73.9454826947,40.7533341006,49390
1413,1478105735125,6,-73.930996592,40.7670083948,16801
1414,1478105735125,7,-73.9656983754,40.7609494738,18608
1415,1478105735125,8,-73.939861222,40.8023683672,33747
1416,1478105735125,9,-73.9570499559,40.7582473445,22806
1417,1478105735125,10,-73.9545635353,40.7892742764,45470
1418,1478105735125,11,-73.9244021721,40.770119518,11879
1419,1478106480944,1,-73.9278615399,40.7695464273,14891
1420,1478106480944,2,-73.9628876391,40.7624233162,23024
1421,1478106480944,3,-73.9546716405,40.7730667634,21710
1422,1478106480944,4,-73.9509960622,40.794103023,39133
1423,1478106480944,5,-73.9524014304,40.7918114583,10758
1424,1478106480944,6,-73.959752587,40.7791245796,12079
1425,1478106480944,7,-73.9551040615,40.7577560364,23456
1426,1478106480944,8,-73.9575904821,40.7712656845,18259
1427,1478106480944,9,-73.954887851,40.7992587545,23424
1428,1478106480944,10,-73.9272129084,40.772903031,9904
1429,1478106480944,11,-73.964184902,40.7787152851,17574
1430,1478107473297,1,-73.9533203249,40.7921388295,27475
1431,1478107473297,2,-73.9638065336,40.759966894,20190
1432,1478107473297,3,-73.9483474837,40.7976220578,40289
1433,1478107473297,4,-73.956455377,40.7590661831,35017
1434,1478107473297,5,-73.956887798,40.7576741514,34915
1435,1478107473297,6,-73.9407801166,40.7561183167,16519
1436,1478107473297,7,-73.9532122197,40.7560364296,17061
1437,1478107473297,8,-73.9296452764,40.7664352773,12601
1438,1478107473297,9,-73.9534284302,40.7766687748,9627
1439,1478107473297,10,-73.9618606392,40.7798613034,6085
1440,1478107473297,11,-73.9559148508,40.7586567651,11285
1441,1478109415699,1,-73.9580769557,40.7790836503,29551
1442,1478109415699,2,-73.9474826417,40.7537435514,18171
1443,1478109415699,3,-73.9582931662,40.7688914604,61745
1444,1478109415699,4,-73.9532122197,40.791647772,64237
1445,1478109415699,5,-73.9604552711,40.766353403,35852
1446,1478109415699,6,-73.9522392725,40.7987268325,21053
1447,1478109415699,7,-73.9558067456,40.7989723355,19088
1448,1478109415699,8,-73.9569959033,40.7578788638,32168
1449,1478109415699,9,-73.9278074873,40.7698739083,21829
1450,1478109415699,10,-73.9476988522,40.7534569361,20995
1451,1478109415699,11,-73.9580769557,40.7578379213,14026
1452,1478110372278,1,-73.9436449056,40.7508773425,36282
1453,1478110372278,2,-73.9584553241,40.7685639746,12343
1454,1478110372278,3,-73.9644011125,40.7595574815,17398
1455,1478110372278,4,-73.9333749074,40.7625051954,38252
1456,1478110372278,5,-73.9649416387,40.7604581857,18820
1457,1478110372278,6,-73.9606174289,40.766189654,21532
1458,1478110372278,7,-73.9440773266,40.7507135554,36081
1459,1478110372278,8,-73.9280777504,40.7697920382,25160
1460,1478110372278,9,-73.9542392195,40.7568552956,17730
1461,1478110372278,10,-73.930564171,40.7662715285,6887
1462,1478110372278,11,-73.9260237507,40.7724936982,14257
1463,1478110963343,1,-73.957320219,40.7580016909,21468
1464,1478110963343,2,-73.9302939079,40.766189654,41138
1465,1478110963343,3,-73.9533203249,40.7562002036,17453
1466,1478110963343,4,-73.951590641,40.7555451053,89006
1467,1478110963343,5,-73.9578607452,40.7576741514,19153
1468,1478110963343,6,-73.9579688505,40.7785515666,14013
1469,1478110963343,7,-73.9615363235,40.801713724,16861
1470,1478110963343,8,-73.9576445347,40.7684002311,21375
1471,1478110963343,9,-73.952887904,40.7982767413,6827
1472,1478110963343,10,-73.9531041145,40.7913203984,15505
1473,1478110963343,11,-73.952023062,40.7974583859,21731
1474,1478112168189,1,-73.9633741127,40.760376304,15693
1475,1478112168189,2,-73.9615363235,40.7805161621,14095
1476,1478112168189,3,-73.9234832775,40.768154615,20141
1477,1478112168189,4,-73.9616444288,40.7805980189,35424
1478,1478112168189,5,-73.9627254812,40.759966894,17362
1479,1478112168189,6,-73.9611039025,40.802204707,26800
1480,1478112168189,7,-73.9497528519,40.7972947136,22277
1481,1478112168189,8,-73.9337532757,40.7632421035,21389
